Date,Year,Month,ET,GPP,LAI,
11/16/2000,2000,11,0.8,2.8,0,
11/17/2000,2000,11,0.8,2.8,0,
11/18/2000,2000,11,0.8,2.8,0,
11/19/2000,2000,11,0.8,2.8,0,
11/20/2000,2000,11,0.8,2.8,0,
11/21/2000,2000,11,0.8,2.8,0,
11/22/2000,2000,11,0.8,2.8,0,
11/23/2000,2000,11,0.8,2.8,0,
11/24/2000,2000,11,0.7,2.5,0,
11/25/2000,2000,11,0.7,2.5,0,
11/26/2000,2000,11,0.7,2.5,0,
11/27/2000,2000,11,0.7,2.5,0,
11/28/2000,2000,11,0.7,2.5,0,
11/29/2000,2000,11,0.7,2.5,0,
11/30/2000,2000,11,0.7,2.5,0,
12/1/2000,2000,12,0.7,2.5,0,
12/2/2000,2000,12,0.5,2,0,
12/3/2000,2000,12,0.5,2,0,
12/4/2000,2000,12,0.5,2,0,
12/5/2000,2000,12,0.5,2,0,
12/6/2000,2000,12,0.5,2,0,
12/7/2000,2000,12,0.5,2,0,
12/8/2000,2000,12,0.5,2,0,
12/9/2000,2000,12,0.5,2,0,
12/10/2000,2000,12,0.5,2,0,
12/11/2000,2000,12,0.5,2,0,
12/12/2000,2000,12,0.5,2,0,
12/13/2000,2000,12,0.5,2,0,
12/14/2000,2000,12,0.5,2,0,
12/15/2000,2000,12,0.5,2,0,
12/16/2000,2000,12,0.5,2,0,
12/17/2000,2000,12,0.5,2,0,
12/18/2000,2000,12,0.6,2.3,0,
12/19/2000,2000,12,0.6,2.3,0,
12/20/2000,2000,12,0.6,2.3,0,
12/21/2000,2000,12,0.6,2.3,0,
12/22/2000,2000,12,0.6,2.3,0,
12/23/2000,2000,12,0.6,2.3,0,
12/24/2000,2000,12,0.6,2.3,0,
12/25/2000,2000,12,0.6,2.3,0,
12/26/2000,2000,12,0.5,2.2,0,
12/27/2000,2000,12,0.5,2.2,0,
12/28/2000,2000,12,0.5,2.2,0,
12/29/2000,2000,12,0.5,2.2,0,
12/30/2000,2000,12,0.5,2.2,0,
12/31/2000,2000,12,0.5,2.2,0,
1/1/2001,2001,1,0.7,2.6,0,
1/2/2001,2001,1,0.7,2.6,0,
1/3/2001,2001,1,0.7,2.6,0,
1/4/2001,2001,1,0.7,2.6,0,
1/5/2001,2001,1,0.7,2.6,0,
1/6/2001,2001,1,0.7,2.6,0,
1/7/2001,2001,1,0.7,2.6,0,
1/8/2001,2001,1,0.7,2.6,0,
1/9/2001,2001,1,0.5,1.9,0,
1/10/2001,2001,1,0.5,1.9,0,
1/11/2001,2001,1,0.5,1.9,0,
1/12/2001,2001,1,0.5,1.9,0,
1/13/2001,2001,1,0.5,1.9,0,
1/14/2001,2001,1,0.5,1.9,0,
1/15/2001,2001,1,0.5,1.9,0,
1/16/2001,2001,1,0.5,1.9,0,
1/17/2001,2001,1,0.5,2.1,0,
1/18/2001,2001,1,0.5,2.1,0,
1/19/2001,2001,1,0.5,2.1,0,
1/20/2001,2001,1,0.5,2.1,0,
1/21/2001,2001,1,0.5,2.1,0,
1/22/2001,2001,1,0.5,2.1,0,
1/23/2001,2001,1,0.5,2.1,0,
1/24/2001,2001,1,0.5,2.1,0,
1/25/2001,2001,1,0.4,1.9,0,
1/26/2001,2001,1,0.4,1.9,0,
1/27/2001,2001,1,0.4,1.9,0,
1/28/2001,2001,1,0.4,1.9,0,
1/29/2001,2001,1,0.4,1.9,0,
1/30/2001,2001,1,0.4,1.9,0,
1/31/2001,2001,1,0.4,1.9,0,
2/1/2001,2001,2,0.4,1.9,0,
2/2/2001,2001,2,0.4,1.5,0,
2/3/2001,2001,2,0.4,1.5,0,
2/4/2001,2001,2,0.4,1.5,0,
2/5/2001,2001,2,0.4,1.5,0,
2/6/2001,2001,2,0.4,1.5,0,
2/7/2001,2001,2,0.4,1.5,0,
2/8/2001,2001,2,0.4,1.5,0,
2/9/2001,2001,2,0.4,1.5,0,
2/10/2001,2001,2,0.2,1.2,0,
2/11/2001,2001,2,0.2,1.2,0,
2/12/2001,2001,2,0.2,1.2,0,
2/13/2001,2001,2,0.2,1.2,0,
2/14/2001,2001,2,0.2,1.2,0,
2/15/2001,2001,2,0.2,1.2,0,
2/16/2001,2001,2,0.2,1.2,0,
2/17/2001,2001,2,0.2,1.2,0,
2/18/2001,2001,2,0.4,1.8,0,
2/19/2001,2001,2,0.4,1.8,0,
2/20/2001,2001,2,0.4,1.8,0,
2/21/2001,2001,2,0.4,1.8,0,
2/22/2001,2001,2,0.4,1.8,0,
2/23/2001,2001,2,0.4,1.8,0,
2/24/2001,2001,2,0.4,1.8,0,
2/25/2001,2001,2,0.4,1.8,0,
2/26/2001,2001,2,0.3,1.4,0,
2/27/2001,2001,2,0.3,1.4,0,
2/28/2001,2001,2,0.3,1.4,0,
3/1/2001,2001,3,0.3,1.4,0,
3/2/2001,2001,3,0.3,1.4,0,
3/3/2001,2001,3,0.3,1.4,0,
3/4/2001,2001,3,0.3,1.4,0,
3/5/2001,2001,3,0.3,1.4,0,
3/6/2001,2001,3,0.2,1.4,0,
3/7/2001,2001,3,0.2,1.4,0,
3/8/2001,2001,3,0.2,1.4,0,
3/9/2001,2001,3,0.2,1.4,0,
3/10/2001,2001,3,0.2,1.4,0,
3/11/2001,2001,3,0.2,1.4,0,
3/12/2001,2001,3,0.2,1.4,0,
3/13/2001,2001,3,0.2,1.4,0,
3/14/2001,2001,3,0.4,1.5,0,
3/15/2001,2001,3,0.4,1.5,0,
3/16/2001,2001,3,0.4,1.5,0,
3/17/2001,2001,3,0.4,1.5,0,
3/18/2001,2001,3,0.4,1.5,0,
3/19/2001,2001,3,0.4,1.5,0,
3/20/2001,2001,3,0.4,1.5,0,
3/21/2001,2001,3,0.4,1.5,0,
3/22/2001,2001,3,0.5,1.5,0,
3/23/2001,2001,3,0.5,1.5,0,
3/24/2001,2001,3,0.5,1.5,0,
3/25/2001,2001,3,0.5,1.5,0,
3/26/2001,2001,3,0.5,1.5,0,
3/27/2001,2001,3,0.5,1.5,0,
3/28/2001,2001,3,0.5,1.5,0,
3/29/2001,2001,3,0.5,1.5,0,
3/30/2001,2001,3,0.5,1.6,0,
3/31/2001,2001,3,0.5,1.6,0,
4/1/2001,2001,4,0.5,1.6,0,
4/2/2001,2001,4,0.5,1.6,0,
4/3/2001,2001,4,0.5,1.6,0,
4/4/2001,2001,4,0.5,1.6,0,
4/5/2001,2001,4,0.5,1.6,0,
4/6/2001,2001,4,0.5,1.6,0,
4/7/2001,2001,4,0.3,1,0,
4/8/2001,2001,4,0.3,1,0,
4/9/2001,2001,4,0.3,1,0,
4/10/2001,2001,4,0.3,1,0,
4/11/2001,2001,4,0.3,1,0,
4/12/2001,2001,4,0.3,1,0,
4/13/2001,2001,4,0.3,1,0,
4/14/2001,2001,4,0.3,1,0,
4/15/2001,2001,4,0.3,1.3,0,
4/16/2001,2001,4,0.3,1.3,0,
4/17/2001,2001,4,0.3,1.3,0,
4/18/2001,2001,4,0.3,1.3,0,
4/19/2001,2001,4,0.3,1.3,0,
4/20/2001,2001,4,0.3,1.3,0,
4/21/2001,2001,4,0.3,1.3,0,
4/22/2001,2001,4,0.3,1.3,0,
4/23/2001,2001,4,0.3,1.3,0,
4/24/2001,2001,4,0.3,1.3,0,
4/25/2001,2001,4,0.3,1.3,0,
4/26/2001,2001,4,0.3,1.3,0,
4/27/2001,2001,4,0.3,1.3,0,
4/28/2001,2001,4,0.3,1.3,0,
4/29/2001,2001,4,0.3,1.3,0,
4/30/2001,2001,4,0.3,1.3,0,
5/1/2001,2001,5,0.4,0.8,0,
5/2/2001,2001,5,0.4,0.8,0,
5/3/2001,2001,5,0.4,0.8,0,
5/4/2001,2001,5,0.4,0.8,0,
5/5/2001,2001,5,0.4,0.8,0,
5/6/2001,2001,5,0.4,0.8,0,
5/7/2001,2001,5,0.4,0.8,0,
5/8/2001,2001,5,0.4,0.8,0,
5/9/2001,2001,5,0.4,0.6,0,
5/10/2001,2001,5,0.4,0.6,0,
5/11/2001,2001,5,0.4,0.6,0,
5/12/2001,2001,5,0.4,0.6,0,
5/13/2001,2001,5,0.4,0.6,0,
5/14/2001,2001,5,0.4,0.6,0,
5/15/2001,2001,5,0.4,0.6,0,
5/16/2001,2001,5,0.4,0.6,0,
5/17/2001,2001,5,0.3,0.7,0,
5/18/2001,2001,5,0.3,0.7,0,
5/19/2001,2001,5,0.3,0.7,0,
5/20/2001,2001,5,0.3,0.7,0,
5/21/2001,2001,5,0.3,0.7,0,
5/22/2001,2001,5,0.3,0.7,0,
5/23/2001,2001,5,0.3,0.7,0,
5/24/2001,2001,5,0.3,0.7,0,
5/25/2001,2001,5,0.7,0.8,0,
5/26/2001,2001,5,0.7,0.8,0,
5/27/2001,2001,5,0.7,0.8,0,
5/28/2001,2001,5,0.7,0.8,0,
5/29/2001,2001,5,0.7,0.8,0,
5/30/2001,2001,5,0.7,0.8,0,
5/31/2001,2001,5,0.7,0.8,0,
6/1/2001,2001,6,0.7,0.8,0,
6/2/2001,2001,6,0.3,1,0,
6/3/2001,2001,6,0.3,1,0,
6/4/2001,2001,6,0.3,1,0,
6/5/2001,2001,6,0.3,1,0,
6/6/2001,2001,6,0.3,1,0,
6/7/2001,2001,6,0.3,1,0,
6/8/2001,2001,6,0.3,1,0,
6/9/2001,2001,6,0.3,1,0,
6/10/2001,2001,6,0.5,0.8,0,
6/11/2001,2001,6,0.5,0.8,0,
6/12/2001,2001,6,0.5,0.8,0,
6/13/2001,2001,6,0.5,0.8,0,
6/14/2001,2001,6,0.5,0.8,0,
6/15/2001,2001,6,0.5,0.8,0,
6/16/2001,2001,6,0.5,0.8,0,
6/17/2001,2001,6,0.5,0.8,0,
6/18/2001,2001,6,0.3,0.9,0,
6/19/2001,2001,6,0.3,0.9,0,
6/20/2001,2001,6,0.3,0.9,0,
6/21/2001,2001,6,0.3,0.9,0,
6/22/2001,2001,6,0.3,0.9,0,
6/23/2001,2001,6,0.3,0.9,0,
6/24/2001,2001,6,0.3,0.9,0,
6/25/2001,2001,6,0.3,0.9,0,
6/26/2001,2001,6,0.4,0.9,0,
6/27/2001,2001,6,0.4,0.9,0,
6/28/2001,2001,6,0.4,0.9,0,
6/29/2001,2001,6,0.4,0.9,0,
6/30/2001,2001,6,0.4,0.9,0,
7/1/2001,2001,7,0.4,0.9,0,
7/2/2001,2001,7,0.4,0.9,0,
7/3/2001,2001,7,0.4,0.9,0,
7/4/2001,2001,7,0.5,0.7,0,
7/5/2001,2001,7,0.5,0.7,0,
7/6/2001,2001,7,0.5,0.7,0,
7/7/2001,2001,7,0.5,0.7,0,
7/8/2001,2001,7,0.5,0.7,0,
7/9/2001,2001,7,0.5,0.7,0,
7/10/2001,2001,7,0.5,0.7,0,
7/11/2001,2001,7,0.5,0.7,0,
7/12/2001,2001,7,0.6,0.8,0,
7/13/2001,2001,7,0.6,0.8,0,
7/14/2001,2001,7,0.6,0.8,0,
7/15/2001,2001,7,0.6,0.8,0,
7/16/2001,2001,7,0.6,0.8,0,
7/17/2001,2001,7,0.6,0.8,0,
7/18/2001,2001,7,0.6,0.8,0,
7/19/2001,2001,7,0.6,0.8,0,
7/20/2001,2001,7,0.6,1.6,0,
7/21/2001,2001,7,0.6,1.6,0,
7/22/2001,2001,7,0.6,1.6,0,
7/23/2001,2001,7,0.6,1.6,0,
7/24/2001,2001,7,0.6,1.6,0,
7/25/2001,2001,7,0.6,1.6,0,
7/26/2001,2001,7,0.6,1.6,0,
7/27/2001,2001,7,0.6,1.6,0,
7/28/2001,2001,7,0.8,1.6,0,
7/29/2001,2001,7,0.8,1.6,0,
7/30/2001,2001,7,0.8,1.6,0,
7/31/2001,2001,7,0.8,1.6,0,
8/1/2001,2001,8,0.8,1.6,0,
8/2/2001,2001,8,0.8,1.6,0,
8/3/2001,2001,8,0.8,1.6,0,
8/4/2001,2001,8,0.8,1.6,0,
8/5/2001,2001,8,0.7,2.3,0,
8/6/2001,2001,8,0.7,2.3,0,
8/7/2001,2001,8,0.7,2.3,0,
8/8/2001,2001,8,0.7,2.3,0,
8/9/2001,2001,8,0.7,2.3,0,
8/10/2001,2001,8,0.7,2.3,0,
8/11/2001,2001,8,0.7,2.3,0,
8/12/2001,2001,8,0.7,2.3,0,
8/13/2001,2001,8,0.9,1.9,0,
8/14/2001,2001,8,0.9,1.9,0,
8/15/2001,2001,8,0.9,1.9,0,
8/16/2001,2001,8,0.9,1.9,0,
8/17/2001,2001,8,0.9,1.9,0,
8/18/2001,2001,8,0.9,1.9,0,
8/19/2001,2001,8,0.9,1.9,0,
8/20/2001,2001,8,0.9,1.9,0,
8/21/2001,2001,8,1,2,0,
8/22/2001,2001,8,1,2,0,
8/23/2001,2001,8,1,2,0,
8/24/2001,2001,8,1,2,0,
8/25/2001,2001,8,1,2,0,
8/26/2001,2001,8,1,2,0,
8/27/2001,2001,8,1,2,0,
8/28/2001,2001,8,1,2,0,
8/29/2001,2001,8,1.2,2.9,0,
8/30/2001,2001,8,1.2,2.9,0,
8/31/2001,2001,8,1.2,2.9,0,
9/1/2001,2001,9,1.2,2.9,0,
9/2/2001,2001,9,1.2,2.9,0,
9/3/2001,2001,9,1.2,2.9,0,
